Name,Wins,Seed,G,W,L,WPer,CW,CL,CWPer,PSG,PAG,PDG,SRS,SOS,FGM,FGA,FGPer,TwFGM,TwFGA,TwFGPer,ThFGM,ThFGA,ThFGPer,FTM,FTA,FTPer,Reb,Ast,Stl,Blk,Pts
Akron,0,15,36,23.0,13.0,0.6388888888888888,9.0,7.0,0.5625,70.1,65.7,4.3999999999999915,2.15,-1.02,892,2073,0.4302942595272552,609,1288,0.47282608695652173,283,785,0.36050955414012736,457,649,0.7041602465331279,1237,520,240,129,2524
Arizona,3,5,38,30.0,8.0,0.7894736842105263,14.0,4.0,0.7777777777777778,76.4,67.9,8.5,16.54,7.99,969,2064,0.4694767441860465,673,1319,0.510235026535254,296,745,0.39731543624161075,671,899,0.746384872080089,1319,536,197,98,2905
Belmont,0,13,35,30.0,5.0,0.8571428571428571,19.0,1.0,0.95,79.7,62.2,17.5,13.07,-4.42,944,2045,0.46161369193154034,617,1181,0.5224386113463166,327,864,0.3784722222222222,575,781,0.736235595390525,1258,575,338,118,2790
Boston University,0,16,35,21.0,14.0,0.6,12.0,4.0,0.75,64.9,63.5,1.4000000000000057,-2.48,-3.85,749,1865,0.40160857908847186,484,1118,0.4329159212880143,265,747,0.35475234270414996,507,695,0.7294964028776978,1247,345,189,129,2270
BYU,2,3,37,32.0,5.0,0.8648648648648649,14.0,2.0,0.875,81.4,67.9,13.5,18.65,5.76,1019,2267,0.4494927216585796,707,1402,0.5042796005706134,312,865,0.3606936416184971,662,865,0.7653179190751445,1425,538,298,150,3012
Bucknell,0,14,34,25.0,9.0,0.7352941176470589,13.0,1.0,0.9285714285714286,70.2,63.9,6.300000000000004,2.39,-3.87,827,1855,0.445822102425876,593,1270,0.46692913385826773,234,585,0.4,499,633,0.7883096366508688,1149,491,160,106,2387
Butler,3,8,38,28.0,10.0,0.7368421052631579,13.0,5.0,0.7222222222222222,71.2,64.1,7.1000000000000085,11.53,5.02,919,2122,0.4330819981149859,630,1300,0.4846153846153846,289,822,0.3515815085158151,580,799,0.7259073842302879,1337,452,226,61,2707
UCSB,0,15,32,18.0,14.0,0.5625,8.0,8.0,0.5,67.8,65.8,2.0,1.22,0.12,742,1636,0.45354523227383864,515,1025,0.5024390243902439,227,611,0.37152209492635024,459,610,0.7524590163934426,1038,457,233,133,2170
Cincinnati,1,6,35,26.0,9.0,0.7428571428571429,11.0,7.0,0.6111111111111112,68.9,59.6,9.300000000000004,15.41,6.1,848,1939,0.4373388344507478,628,1288,0.48757763975155277,220,651,0.3379416282642089,496,742,0.6684636118598383,1237,497,258,129,2412
Clemson,0,12,34,22.0,12.0,0.6470588235294118,9.0,7.0,0.5625,68.5,61.4,7.100000000000001,13.76,6.58,810,1827,0.4433497536945813,593,1197,0.4954051796157059,217,630,0.34444444444444444,493,703,0.701280227596017,1177,445,272,161,2330
UConn,5,3,41,32.0,9.0,0.7804878048780488,9.0,9.0,0.5,72.4,64.9,7.5,17.95,10.44,1053,2429,0.4335117332235488,819,1718,0.4767171129220023,234,711,0.3291139240506329,627,822,0.7627737226277372,1626,534,259,228,2967
Duke,2,1,37,32.0,5.0,0.8648648648648649,13.0,3.0,0.8125,80.9,64.7,16.200000000000003,24.5,8.31,1040,2206,0.471441523118767,749,1428,0.5245098039215687,291,778,0.3740359897172236,622,826,0.7530266343825666,1399,529,269,162,2993
Florida State,2,10,34,23.0,11.0,0.6764705882352942,11.0,5.0,0.6875,69.1,62.0,7.099999999999994,13.48,6.45,827,1903,0.4345769837099317,615,1269,0.4846335697399527,212,634,0.334384858044164,482,725,0.6648275862068965,1332,423,288,203,2348
Florida,0,2,37,29.0,8.0,0.7837837837837838,13.0,3.0,0.8125,72.1,63.4,8.699999999999996,16.27,7.57,968,2083,0.46471435429668745,735,1422,0.5168776371308017,233,661,0.3524962178517398,498,744,0.6693548387096774,1385,521,221,131,2667
George Mason,1,8,34,27.0,7.0,0.7941176470588235,16.0,2.0,0.8888888888888888,72.8,62.5,10.299999999999997,11.66,1.37,876,1861,0.4707146695325094,649,1287,0.5042735042735043,227,574,0.39547038327526135,495,718,0.6894150417827298,1188,483,224,110,2474
Georgetown,0,6,32,21.0,11.0,0.65625,10.0,8.0,0.5555555555555556,70.6,66.3,4.299999999999997,14.61,10.39,809,1703,0.4750440399295361,586,1072,0.5466417910447762,223,631,0.35340729001584786,417,568,0.7341549295774648,1081,481,193,139,2258
Georgia,0,10,33,21.0,12.0,0.6363636363636364,9.0,7.0,0.5625,68.7,64.4,4.299999999999997,10.43,6.13,823,1822,0.4517014270032931,667,1366,0.4882869692532943,156,456,0.34210526315789475,465,667,0.697151424287856,1243,495,211,162,2267
Gonzaga,1,11,35,25.0,10.0,0.7142857142857143,11.0,3.0,0.7857142857142857,76.7,65.9,10.799999999999997,13.86,4.0,932,1947,0.4786851566512583,729,1399,0.5210864903502502,203,548,0.3704379562043796,617,810,0.7617283950617284,1314,542,254,132,2684
Hampton,0,16,33,24.0,9.0,0.7272727272727273,11.0,5.0,0.6875,66.6,62.7,3.8999999999999915,-5.2,-8.77,746,1843,0.40477482365708084,533,1185,0.44978902953586497,213,658,0.32370820668693007,492,759,0.6482213438735178,1170,387,241,185,2197
Illinois,1,9,34,20.0,14.0,0.5882352941176471,9.0,9.0,0.5,71.0,65.4,5.599999999999994,16.72,11.11,894,1910,0.4680628272251309,662,1310,0.5053435114503817,232,600,0.38666666666666666,393,539,0.7291280148423006,1178,568,188,152,2413
Indiana State,0,14,34,20.0,14.0,0.5882352941176471,12.0,6.0,0.6666666666666666,66.3,64.5,1.7999999999999972,3.41,2.9,769,1793,0.42889012827663137,534,1144,0.46678321678321677,235,649,0.362095531587057,480,676,0.7100591715976331,1172,431,212,145,2253
Kansas State,1,5,34,23.0,11.0,0.6764705882352942,10.0,6.0,0.625,72.9,66.1,6.800000000000011,14.59,8.41,849,1939,0.43785456420835484,612,1308,0.46788990825688076,237,631,0.375594294770206,542,828,0.6545893719806763,1281,474,208,154,2477
Kansas,3,1,38,35.0,3.0,0.9210526315789473,14.0,2.0,0.875,81.2,64.7,16.5,24.1,7.62,1114,2193,0.5079799361605107,843,1483,0.5684423465947404,271,710,0.3816901408450704,585,862,0.6786542923433875,1475,674,295,153,3084
Kentucky,4,4,38,29.0,9.0,0.7631578947368421,10.0,6.0,0.625,74.9,63.5,11.400000000000006,20.3,8.91,1002,2183,0.45900137425561155,721,1476,0.48848238482384826,281,707,0.39745403111739747,560,789,0.7097591888466414,1420,482,211,239,2845
LIU-Brooklyn,0,15,33,27.0,6.0,0.8181818181818182,16.0,2.0,0.8888888888888888,82.7,74.7,8.0,2.23,-5.77,928,2009,0.4619213539074166,699,1374,0.5087336244541485,229,635,0.3606299212598425,645,999,0.6456456456456456,1377,503,246,111,2730
Louisville,0,4,35,25.0,10.0,0.7142857142857143,12.0,6.0,0.6666666666666666,74.9,64.5,10.400000000000006,18.6,8.2,949,2097,0.452551263710062,640,1243,0.5148833467417538,309,854,0.3618266978922717,416,627,0.6634768740031898,1272,608,327,175,2623
Marquette,2,11,37,22.0,15.0,0.5945945945945946,9.0,9.0,0.5,75.2,68.8,6.400000000000006,14.89,8.51,973,2094,0.46466093600764086,782,1547,0.5054945054945055,191,547,0.3491773308957952,645,927,0.6957928802588996,1329,574,265,134,2782
Memphis,0,12,35,25.0,10.0,0.7142857142857143,10.0,6.0,0.625,72.1,68.3,3.799999999999997,6.91,3.14,891,1975,0.4511392405063291,681,1336,0.5097305389221557,210,639,0.3286384976525822,532,782,0.680306905370844,1246,512,297,183,2524
Michigan State,0,10,34,19.0,15.0,0.5588235294117647,9.0,9.0,0.5,68.8,66.6,2.200000000000003,13.7,11.67,817,1894,0.4313621964097149,597,1274,0.4686028257456829,220,620,0.3548387096774194,484,691,0.7004341534008683,1258,509,219,167,2338
Michigan,1,8,35,21.0,14.0,0.6,9.0,9.0,0.5,66.5,62.5,4.0,14.21,10.68,847,1889,0.4483853890947591,564,1085,0.5198156682027649,283,804,0.35199004975124376,351,502,0.6992031872509961,1155,480,168,69,2328
Missouri,0,11,34,23.0,11.0,0.6764705882352942,8.0,8.0,0.5,80.8,71.6,9.200000000000003,14.77,6.5,983,2145,0.45827505827505827,738,1476,0.5,245,669,0.3662182361733931,537,727,0.7386519944979367,1197,558,329,171,2748
Morehead State,1,13,35,25.0,10.0,0.7142857142857143,13.0,5.0,0.7222222222222222,68.9,61.8,7.1000000000000085,2.81,-3.13,851,1874,0.45410885805763074,647,1273,0.5082482325216026,204,601,0.33943427620632277,506,751,0.6737683089214381,1311,424,300,110,2412
UNLV,0,8,33,24.0,9.0,0.7272727272727273,11.0,5.0,0.6875,71.6,62.9,8.699999999999996,14.66,6.0,842,1836,0.45860566448801743,658,1278,0.514866979655712,184,558,0.32974910394265233,495,718,0.6894150417827298,1151,509,268,124,2363
North Carolina-Asheville,0,16,34,20.0,14.0,0.5882352941176471,11.0,7.0,0.6111111111111112,73.7,68.6,5.1000000000000085,-0.69,-2.89,881,1950,0.4517948717948718,713,1435,0.4968641114982578,168,515,0.3262135922330097,576,810,0.7111111111111111,1213,492,310,152,2506
UNC,3,2,37,29.0,8.0,0.7837837837837838,14.0,2.0,0.875,77.5,68.8,8.700000000000003,18.87,10.14,1044,2317,0.45058264997842035,854,1738,0.49136939010356734,190,579,0.3281519861830743,590,878,0.6719817767653758,1578,573,232,204,2868
Northern Colorado,0,15,32,21.0,11.0,0.65625,13.0,3.0,0.8125,71.5,65.8,5.700000000000003,1.39,-2.24,731,1708,0.42798594847775173,477,1051,0.4538534728829686,254,657,0.3866057838660578,571,742,0.7695417789757413,1151,371,191,62,2287
Notre Dame,1,2,34,27.0,7.0,0.7941176470588235,14.0,4.0,0.7777777777777778,75.2,65.5,9.700000000000003,18.17,8.43,843,1832,0.4601528384279476,570,1124,0.5071174377224199,273,708,0.3855932203389831,599,827,0.7243047158403869,1261,563,156,128,2558
Oakland,0,13,35,25.0,10.0,0.7142857142857143,17.0,1.0,0.9444444444444444,85.5,76.9,8.599999999999994,8.28,0.1,1052,2137,0.49227889564810484,765,1370,0.5583941605839416,287,767,0.3741851368970013,601,834,0.7206235011990407,1366,568,216,192,2992
Ohio State,2,1,37,34.0,3.0,0.918918918918919,16.0,2.0,0.8888888888888888,77.1,59.7,17.39999999999999,25.84,8.38,1017,2059,0.4939290917921321,732,1385,0.5285198555956678,285,674,0.4228486646884273,535,763,0.7011795543905636,1277,587,263,118,2854
Old Dominion,0,9,34,27.0,7.0,0.7941176470588235,14.0,4.0,0.7777777777777778,65.6,58.4,7.199999999999996,9.03,1.76,803,1828,0.43927789934354483,637,1323,0.48148148148148145,166,505,0.3287128712871287,459,687,0.6681222707423581,1355,485,234,146,2231
Penn State,0,10,34,19.0,15.0,0.5588235294117647,9.0,9.0,0.5,63.1,62.5,0.6000000000000014,11.98,11.45,767,1748,0.4387871853546911,551,1110,0.4963963963963964,216,638,0.3385579937304075,394,544,0.7242647058823529,1068,413,151,82,2144
Pitt,1,1,34,28.0,6.0,0.8235294117647058,15.0,3.0,0.8333333333333334,73.9,61.0,12.900000000000006,20.82,7.85,886,1866,0.47481243301178994,684,1354,0.5051698670605613,202,512,0.39453125,540,805,0.6708074534161491,1359,595,160,111,2514
Princeton,0,13,32,25.0,7.0,0.78125,13.0,2.0,0.8666666666666667,69.2,63.0,6.200000000000003,3.71,-1.61,788,1696,0.46462264150943394,595,1165,0.5107296137339056,193,531,0.3634651600753296,446,609,0.7323481116584565,1105,427,191,134,2215
Purdue,1,3,34,26.0,8.0,0.7647058823529411,14.0,4.0,0.7777777777777778,72.5,61.9,10.600000000000001,19.36,8.69,875,1957,0.4471129279509453,640,1312,0.4878048780487805,235,645,0.3643410852713178,481,673,0.7147102526002972,1207,538,211,141,2466
Richmond,2,12,37,29.0,8.0,0.7837837837837838,13.0,3.0,0.8125,69.6,61.2,8.399999999999991,11.22,2.79,922,2007,0.4593921275535625,635,1272,0.4992138364779874,287,735,0.3904761904761905,446,649,0.687211093990755,1222,548,220,155,2577
St. Peter's,0,14,34,20.0,14.0,0.5882352941176471,11.0,7.0,0.6111111111111112,60.9,60.1,0.7999999999999972,-0.28,-1.07,713,1782,0.4001122334455668,516,1209,0.4267990074441687,197,573,0.343804537521815,446,693,0.6435786435786436,1209,383,263,154,2069
San Diego State,2,2,37,34.0,3.0,0.918918918918919,14.0,2.0,0.875,71.9,59.2,12.700000000000003,17.96,6.36,991,2141,0.46286781877627275,768,1502,0.511318242343542,223,639,0.3489827856025039,455,653,0.6967840735068913,1396,499,227,170,2660
St. John's (NY),0,6,33,21.0,12.0,0.6363636363636364,12.0,6.0,0.6666666666666666,70.1,67.0,3.0999999999999943,13.1,10.01,807,1773,0.45516074450084604,664,1346,0.4933135215453195,143,427,0.33489461358313816,556,783,0.7100893997445722,1068,417,266,94,2313
Syracuse,1,3,35,27.0,8.0,0.7714285714285715,12.0,6.0,0.6666666666666666,73.4,63.3,10.100000000000009,18.85,8.79,936,1983,0.4720121028744327,714,1355,0.5269372693726937,222,628,0.3535031847133758,474,713,0.664796633941094,1308,566,304,231,2568
Temple,1,7,34,26.0,8.0,0.7647058823529411,14.0,2.0,0.875,70.6,62.5,8.099999999999994,12.35,4.23,868,1943,0.4467318579516212,662,1360,0.48676470588235293,206,583,0.35334476843910806,458,656,0.698170731707317,1218,511,231,156,2400
Tennessee,0,9,34,19.0,15.0,0.5588235294117647,8.0,8.0,0.5,69.9,67.5,2.4000000000000057,11.08,8.73,837,1941,0.4312210200927357,662,1358,0.48748159057437407,175,583,0.30017152658662094,527,770,0.6844155844155844,1279,443,250,126,2376
Texas A&M,0,7,33,24.0,9.0,0.7272727272727273,10.0,6.0,0.625,68.3,60.9,7.399999999999999,12.62,5.94,758,1719,0.4409540430482839,577,1185,0.4869198312236287,181,534,0.3389513108614232,557,799,0.6971214017521903,1194,444,215,51,2254
UTSA,0,16,34,20.0,14.0,0.5882352941176471,9.0,7.0,0.5625,70.1,69.5,0.5999999999999943,-5.8,-4.93,802,1871,0.42864778193479425,568,1204,0.4717607973421927,234,667,0.35082458770614694,546,774,0.7054263565891473,1185,430,240,76,2384
Texas,1,4,36,28.0,8.0,0.7777777777777778,13.0,3.0,0.8125,75.0,62.2,12.799999999999997,20.82,7.96,954,2099,0.45450214387803717,753,1564,0.48145780051150894,201,535,0.37570093457943926,592,905,0.6541436464088398,1452,485,207,183,2701
UCLA,1,7,34,23.0,11.0,0.6764705882352942,13.0,5.0,0.7222222222222222,70.1,66.3,3.799999999999997,11.7,7.93,830,1824,0.4550438596491228,657,1295,0.5073359073359074,173,529,0.3270321361058601,549,808,0.6794554455445545,1268,493,186,198,2382
