Name,Wins,Seed,G,W,L,WPer,CW,CL,CWPer,PSG,PAG,PDG,SRS,SOS,FGM,FGA,FGPer,TwFGM,TwFGA,TwFGPer,ThFGM,ThFGA,ThFGPer,FTM,FTA,FTPer,Reb,Ast,Stl,Blk,Pts
Siena,0,13,34,27.0,7.0,0.7941176470588235,17.0,1.0,0.9444444444444444,75.1,65.5,9.599999999999994,8.48,-1.17,930,2048,0.4541015625,770,1550,0.4967741935483871,160,498,0.321285140562249,534,793,0.6733921815889029,1310,486,298,119,2554
Syracuse,2,1,35,30.0,5.0,0.8571428571428571,15.0,3.0,0.8333333333333334,80.9,66.4,14.5,21.72,7.21,1042,2021,0.5155863433943593,798,1397,0.5712240515390121,244,624,0.391025641025641,504,745,0.676510067114094,1337,673,336,221,2832
Temple,0,5,35,29.0,6.0,0.8285714285714286,14.0,2.0,0.875,64.9,56.8,8.100000000000009,12.44,4.27,851,1942,0.43820803295571575,647,1337,0.4839192221391174,204,605,0.3371900826446281,367,533,0.6885553470919324,1281,515,163,104,2273
Tennessee,3,6,37,28.0,9.0,0.7567567567567568,11.0,5.0,0.6875,73.5,65.2,8.299999999999997,16.05,7.75,991,2174,0.4558417663293468,773,1493,0.5177494976557268,218,681,0.3201174743024963,520,775,0.6709677419354839,1353,530,290,136,2720
Texas A&M,1,5,34,24.0,10.0,0.7058823529411765,11.0,5.0,0.6875,71.4,64.5,6.900000000000006,15.24,9.8,813,1846,0.44041170097508126,603,1220,0.49426229508196723,210,626,0.3354632587859425,590,892,0.6614349775784754,1252,417,223,113,2426
UTEP,0,12,33,26.0,7.0,0.7878787878787878,15.0,1.0,0.9375,75.3,64.6,10.700000000000003,12.66,1.96,891,1879,0.4741883980840873,690,1293,0.5336426914153132,201,586,0.3430034129692833,501,744,0.6733870967741935,1193,488,288,120,2484
Texas,0,8,34,24.0,10.0,0.7058823529411765,9.0,7.0,0.5625,81.2,70.0,11.200000000000003,18.56,7.38,1005,2158,0.46570898980537534,810,1592,0.5087939698492462,195,566,0.34452296819787986,556,878,0.6332574031890661,1425,489,269,194,2761
Utah State,0,12,35,27.0,8.0,0.7714285714285715,14.0,2.0,0.875,73.1,59.9,13.199999999999996,13.62,1.23,941,1928,0.4880705394190871,699,1343,0.5204765450483991,242,585,0.41367521367521365,435,574,0.7578397212543554,1238,584,162,123,2559
Vanderbilt,0,4,33,24.0,9.0,0.7272727272727273,12.0,4.0,0.75,76.9,68.9,8.0,15.24,7.86,859,1829,0.46965554948059046,656,1277,0.5137039937353172,203,552,0.3677536231884058,616,854,0.7213114754098361,1197,436,188,171,2537
Vermont,0,16,35,25.0,10.0,0.7142857142857143,12.0,4.0,0.75,70.2,64.8,5.400000000000006,-1.26,-6.69,826,1884,0.43842887473460723,660,1360,0.4852941176470588,166,524,0.31679389312977096,639,930,0.6870967741935484,1291,423,239,141,2457
Villanova,1,2,33,25.0,8.0,0.7575757575757576,13.0,5.0,0.7222222222222222,81.8,72.8,9.0,16.72,7.75,899,1962,0.4582059123343527,647,1286,0.5031104199066874,252,676,0.3727810650887574,650,861,0.7549361207897793,1272,448,259,133,2700
Wake Forest,1,9,31,20.0,11.0,0.6451612903225806,9.0,7.0,0.5625,72.8,69.5,3.299999999999997,11.45,8.85,811,1869,0.4339218833600856,677,1434,0.4721059972105997,134,435,0.3080459770114943,501,762,0.65748031496063,1306,369,221,162,2257
Washington,2,11,36,26.0,10.0,0.7222222222222222,11.0,7.0,0.6111111111111112,79.2,70.0,9.200000000000003,15.64,7.49,1004,2212,0.4538878842676311,813,1644,0.49452554744525545,191,568,0.3362676056338028,652,905,0.7204419889502762,1364,515,264,151,2851
West Virginia,4,2,38,31.0,7.0,0.8157894736842105,13.0,5.0,0.7222222222222222,72.4,63.5,8.900000000000006,19.16,10.26,942,2190,0.4301369863013699,685,1428,0.4796918767507003,257,762,0.33727034120734906,611,868,0.7039170506912442,1467,589,213,155,2752
Wisconsin,1,4,33,24.0,9.0,0.7272727272727273,13.0,5.0,0.7222222222222222,67.1,56.9,10.199999999999996,17.84,7.66,776,1750,0.44342857142857145,530,1060,0.5,246,690,0.3565217391304348,416,568,0.7323943661971831,1056,412,187,113,2214
Wofford,0,13,35,26.0,9.0,0.7428571428571429,15.0,3.0,0.8333333333333334,68.8,61.0,7.799999999999997,4.43,-2.57,825,1873,0.4404698344901228,622,1293,0.48105181747873166,203,580,0.35,555,830,0.6686746987951807,1243,469,242,74,2408
Xavier,2,6,35,26.0,9.0,0.7428571428571429,14.0,2.0,0.875,79.8,69.5,10.299999999999997,16.23,5.94,961,2082,0.46157540826128723,711,1418,0.501410437235543,250,664,0.37650602409638556,621,873,0.711340206185567,1415,494,235,132,2793
