Name,Wins,Seed,G,W,L,WPer,CW,CL,CWPer,PSG,PAG,PDG,SRS,SOS,FGM,FGA,FGPer,TwFGM,TwFGA,TwFGPer,ThFGM,ThFGA,ThFGPer,FTM,FTA,FTPer,Reb,Ast,Stl,Blk,Pts
Coastal Carolina,0,16,34,24.0,10.0,0.7058823529411765,12.0,6.0,0.6666666666666666,71.7,62.4,9.300000000000004,-1.01,-6.18,836,1899,0.440231700895208,608,1266,0.4802527646129542,228,633,0.36018957345971564,538,780,0.6897435897435897,1338,385,240,111,2438
Davidson,0,10,32,24.0,8.0,0.75,14.0,4.0,0.7777777777777778,79.0,69.4,9.599999999999994,11.97,3.19,898,1924,0.46673596673596673,555,1047,0.5300859598853869,343,877,0.39110604332953247,390,553,0.705244122965642,1144,547,171,93,2529
Dayton,1,11,36,27.0,9.0,0.75,13.0,5.0,0.7222222222222222,67.8,60.8,7.0,10.98,4.06,810,1755,0.46153846153846156,571,1085,0.5262672811059907,239,670,0.3567164179104478,580,846,0.6855791962174941,1121,490,250,91,2439
Duke,5,1,39,35.0,4.0,0.8974358974358975,15.0,3.0,0.8333333333333334,79.3,64.2,15.099999999999994,24.97,9.87,1099,2191,0.5015974440894568,816,1459,0.5592871830020562,283,732,0.3866120218579235,610,873,0.6987399770904925,1436,588,278,149,3091
Eastern Washington,0,13,35,26.0,9.0,0.7428571428571429,14.0,4.0,0.7777777777777778,80.6,73.9,6.699999999999989,0.79,-3.84,977,2045,0.4777506112469438,633,1185,0.5341772151898734,344,860,0.4,522,719,0.7260083449235049,1183,454,219,167,2820
Georgetown,1,4,33,22.0,11.0,0.6666666666666666,12.0,6.0,0.6666666666666666,70.9,65.2,5.700000000000003,15.48,9.81,799,1753,0.4557900741585853,598,1184,0.5050675675675675,201,569,0.3532513181019332,541,769,0.7035110533159948,1152,427,251,156,2340
Georgia State,1,14,35,25.0,10.0,0.7142857142857143,15.0,5.0,0.75,71.4,62.4,9.000000000000007,5.47,-2.03,902,1878,0.4802981895633653,728,1356,0.5368731563421829,174,522,0.3333333333333333,521,719,0.7246175243393602,1116,479,321,143,2499
Georgia,0,10,33,21.0,12.0,0.6363636363636364,11.0,7.0,0.6111111111111112,68.2,64.4,3.799999999999997,12.42,8.6,747,1730,0.43179190751445085,563,1192,0.47231543624161076,184,538,0.3420074349442379,572,826,0.6924939467312349,1260,411,183,151,2250
Gonzaga,3,2,38,35.0,3.0,0.9210526315789473,17.0,1.0,0.9444444444444444,78.7,61.7,17.0,21.12,5.12,1084,2083,0.5204032645223235,820,1423,0.5762473647224174,264,660,0.4,557,806,0.6910669975186104,1441,620,226,126,2989
Hampton,0,16,35,17.0,18.0,0.4857142857142857,8.0,8.0,0.5,67.0,68.2,-1.2000000000000028,-8.25,-7.08,796,1959,0.4063297600816743,602,1321,0.45571536714610145,194,638,0.30407523510971785,560,859,0.6519208381839348,1292,372,235,141,2346
Harvard,0,13,30,22.0,8.0,0.7333333333333333,12.0,3.0,0.8,64.2,57.6,6.600000000000001,4.47,-0.25,671,1548,0.4334625322997416,525,1136,0.4621478873239437,146,412,0.35436893203883496,438,609,0.7192118226600985,1025,384,213,135,1926
Indiana,0,10,34,20.0,14.0,0.5882352941176471,9.0,9.0,0.5,77.4,71.7,5.700000000000003,12.94,7.2,923,1989,0.46405228758169936,604,1203,0.5020781379883624,319,786,0.405852417302799,468,651,0.7188940092165899,1224,473,170,108,2633
Iowa State,0,3,34,25.0,9.0,0.7352941176470589,12.0,6.0,0.6666666666666666,77.8,69.0,8.799999999999997,17.94,9.15,940,1973,0.476431829700963,677,1247,0.5429029671210907,263,726,0.3622589531680441,502,721,0.6962552011095701,1221,546,218,133,2645
Iowa,1,7,34,22.0,12.0,0.6470588235294118,12.0,6.0,0.6666666666666666,69.8,62.3,7.5,15.83,8.39,821,1905,0.4309711286089239,629,1329,0.47328818660647104,192,576,0.3333333333333333,538,723,0.7441217150760719,1274,482,218,158,2372
Kansas,1,2,36,27.0,9.0,0.75,13.0,5.0,0.7222222222222222,71.1,64.8,6.299999999999997,18.47,12.13,869,1976,0.4397773279352227,656,1414,0.4639321074964639,213,562,0.3790035587188612,610,842,0.7244655581947743,1364,475,237,175,2561
Kentucky,4,1,39,38.0,1.0,0.9743589743589743,18.0,0.0,1.0,74.4,54.3,20.10000000000001,28.72,8.67,1006,2150,0.467906976744186,803,1568,0.5121173469387755,203,582,0.3487972508591065,685,943,0.7264050901378579,1482,553,253,268,2900
Lafayette,0,16,33,20.0,13.0,0.6060606060606061,9.0,9.0,0.5,73.5,73.0,0.5,-3.37,-3.12,872,1799,0.4847137298499166,611,1159,0.5271786022433133,261,640,0.4078125,421,549,0.7668488160291439,1017,514,181,83,2426
LSU,0,9,33,22.0,11.0,0.6666666666666666,11.0,7.0,0.6111111111111112,73.4,67.7,5.700000000000003,11.39,5.63,892,1962,0.454638124362895,703,1404,0.5007122507122507,189,558,0.3387096774193548,450,658,0.6838905775075987,1294,516,240,204,2423
Louisville,3,4,36,27.0,9.0,0.75,12.0,6.0,0.6666666666666666,69.0,59.8,9.200000000000003,18.12,8.98,878,2048,0.4287109375,680,1404,0.4843304843304843,198,644,0.30745341614906835,529,792,0.6679292929292929,1351,419,283,192,2483
Maryland,1,4,35,28.0,7.0,0.8,14.0,4.0,0.7777777777777778,69.1,63.4,5.699999999999996,13.31,7.63,781,1777,0.4395047833427124,523,1090,0.4798165137614679,258,687,0.37554585152838427,597,790,0.7556962025316456,1223,376,169,151,2417
Michigan State,4,7,39,27.0,12.0,0.6923076923076923,12.0,6.0,0.6666666666666666,71.1,63.6,7.499999999999993,17.46,10.0,1014,2181,0.4649243466299862,720,1418,0.5077574047954866,294,763,0.3853211009174312,451,714,0.6316526610644257,1458,646,203,176,2773
Ole Miss,0,11,34,21.0,13.0,0.6176470588235294,11.0,7.0,0.6111111111111112,72.8,68.4,4.3999999999999915,11.39,7.01,848,2003,0.42336495257114326,628,1341,0.46830723340790453,220,662,0.3323262839879154,559,723,0.7731673582295989,1284,450,225,128,2475
New Mexico State,0,15,34,23.0,11.0,0.6764705882352942,13.0,1.0,0.9285714285714286,68.1,59.8,8.299999999999997,3.71,-3.67,808,1748,0.4622425629290618,643,1298,0.4953775038520801,165,450,0.36666666666666664,535,771,0.6939040207522698,1199,406,219,124,2316
North Carolina State,2,8,36,22.0,14.0,0.6111111111111112,10.0,8.0,0.5555555555555556,70.1,65.8,4.299999999999997,14.11,9.72,895,2054,0.43573515092502435,659,1393,0.47307968413496054,236,661,0.35703479576399394,499,727,0.686382393397524,1369,415,138,184,2525
UNC,2,4,38,26.0,12.0,0.6842105263157895,11.0,7.0,0.6111111111111112,77.7,68.8,8.900000000000006,20.63,11.76,1099,2309,0.4759636206149848,915,1795,0.5097493036211699,184,514,0.35797665369649806,571,814,0.7014742014742015,1541,661,251,160,2953
North Dakota State,0,15,33,23.0,10.0,0.696969696969697,12.0,4.0,0.75,64.9,62.3,2.6000000000000085,-1.72,-3.62,743,1713,0.43374197314652657,513,1113,0.4609164420485175,230,600,0.38333333333333336,425,614,0.6921824104234527,1098,315,156,123,2141
Northeastern,0,14,35,23.0,12.0,0.6571428571428571,12.0,6.0,0.6666666666666666,68.5,65.1,3.4000000000000057,2.03,-1.34,838,1725,0.48579710144927535,635,1199,0.5296080066722268,203,526,0.38593155893536124,518,713,0.726507713884993,1160,500,183,129,2397
Northern Iowa,1,5,35,31.0,4.0,0.8857142857142857,16.0,2.0,0.8888888888888888,65.2,54.6,10.600000000000001,12.54,2.0,776,1618,0.4796044499381953,519,973,0.5334018499486125,257,645,0.3984496124031008,472,644,0.7329192546583851,1071,413,207,84,2281
Notre Dame,3,3,38,32.0,6.0,0.8421052631578947,14.0,4.0,0.7777777777777778,78.0,65.8,12.200000000000003,19.23,7.02,1050,2061,0.5094614264919942,748,1286,0.5816485225505443,302,775,0.3896774193548387,561,756,0.7420634920634921,1231,576,256,138,2963
Ohio State,1,10,35,24.0,11.0,0.6857142857142857,11.0,7.0,0.6111111111111112,75.3,63.0,12.299999999999997,19.68,7.37,964,1995,0.4832080200501253,728,1358,0.5360824742268041,236,637,0.3704866562009419,471,693,0.6796536796536796,1241,534,266,178,2635
Oklahoma State,0,9,32,18.0,14.0,0.5625,8.0,10.0,0.4444444444444444,67.5,62.8,4.700000000000003,12.95,9.63,733,1667,0.4397120575884823,507,1020,0.4970588235294118,226,647,0.34930448222565685,468,645,0.7255813953488373,1039,366,253,156,2160
Oklahoma,2,3,35,24.0,11.0,0.6857142857142857,12.0,6.0,0.6666666666666666,71.5,62.7,8.799999999999997,18.65,9.94,885,2035,0.4348894348894349,649,1347,0.48181143281366,236,688,0.3430232558139535,495,668,0.7410179640718563,1332,430,237,174,2501
Oregon,1,8,36,26.0,10.0,0.7222222222222222,13.0,5.0,0.7222222222222222,75.4,70.8,4.6000000000000085,11.43,7.65,992,2143,0.46290247316845545,729,1417,0.5144671841919548,263,726,0.3622589531680441,466,613,0.7601957585644372,1298,508,207,157,2713
Providence,0,6,34,22.0,12.0,0.6470588235294118,11.0,7.0,0.6111111111111112,69.7,65.5,4.200000000000003,13.71,9.5,828,1889,0.43832715722604554,657,1343,0.4892032762472077,171,546,0.3131868131868132,543,768,0.70703125,1228,474,242,155,2370
Purdue,0,9,34,21.0,13.0,0.6176470588235294,12.0,6.0,0.6666666666666666,69.9,64.6,5.300000000000011,12.93,7.64,827,1840,0.4494565217391304,632,1243,0.5084473049074819,195,597,0.32663316582914576,524,767,0.6831812255541069,1249,505,185,177,2375
Robert Morris,0,16,35,20.0,15.0,0.5714285714285714,12.0,6.0,0.6666666666666666,69.0,68.5,0.5,-3.02,-3.5,854,1926,0.4434060228452752,633,1336,0.47380239520958084,221,590,0.37457627118644066,485,684,0.7090643274853801,1162,428,300,100,2414
San Diego State,1,8,36,27.0,9.0,0.75,14.0,4.0,0.7777777777777778,61.8,53.9,7.899999999999999,11.81,4.24,800,1916,0.4175365344467641,611,1325,0.4611320754716981,189,591,0.3197969543147208,437,694,0.6296829971181557,1270,377,247,179,2226
SMU,0,6,34,27.0,7.0,0.7941176470588235,15.0,3.0,0.8333333333333334,69.1,59.8,9.299999999999997,12.94,3.57,832,1750,0.4754285714285714,687,1350,0.5088888888888888,145,400,0.3625,541,770,0.7025974025974026,1244,524,237,146,2350
St. John's (NY),0,9,33,21.0,12.0,0.6363636363636364,10.0,8.0,0.5555555555555556,71.0,67.9,3.0999999999999943,11.85,9.04,835,1890,0.4417989417989418,637,1321,0.4822104466313399,198,569,0.34797891036906853,475,687,0.6914119359534207,1164,408,246,210,2343
Stephen F. Austin,0,12,34,29.0,5.0,0.8529411764705882,17.0,1.0,0.9444444444444444,78.6,64.4,14.199999999999989,8.61,-4.2,911,1870,0.48716577540106953,649,1178,0.5509337860780985,262,692,0.3786127167630058,588,799,0.7359198998748435,1176,596,259,120,2672
Texas Southern,0,15,35,22.0,13.0,0.6285714285714286,16.0,2.0,0.8888888888888888,68.3,68.2,0.09999999999999432,-5.98,-6.09,818,1840,0.44456521739130433,633,1266,0.5,185,574,0.32229965156794427,569,861,0.6608594657375145,1193,375,214,109,2390
Texas,0,11,34,20.0,14.0,0.5882352941176471,8.0,10.0,0.4444444444444444,67.4,60.3,7.1000000000000085,16.16,9.07,796,1837,0.43331518780620576,584,1211,0.48224607762180016,212,626,0.33865814696485624,486,671,0.7242921013412816,1351,442,128,265,2290
UCLA,2,11,36,22.0,14.0,0.6111111111111112,11.0,7.0,0.6111111111111112,71.9,68.1,3.8000000000000114,12.07,8.27,930,2099,0.44306812767984755,707,1493,0.4735432016075017,223,606,0.367986798679868,507,750,0.676,1367,498,238,139,2590
Utah,2,5,35,26.0,9.0,0.7428571428571429,13.0,5.0,0.7222222222222222,71.3,57.1,14.199999999999996,20.98,7.42,849,1760,0.4823863636363636,585,1106,0.5289330922242315,264,654,0.4036697247706422,534,760,0.7026315789473684,1204,489,208,175,2496
Valparaiso,0,13,34,28.0,6.0,0.8235294117647058,13.0,3.0,0.8125,69.6,59.4,10.199999999999996,6.29,-2.0,837,1836,0.45588235294117646,601,1216,0.4942434210526316,236,620,0.38064516129032255,456,676,0.6745562130177515,1276,443,203,157,2366
Villanova,1,1,36,33.0,3.0,0.9166666666666666,16.0,2.0,0.8888888888888888,76.5,60.9,15.600000000000001,23.13,7.55,916,1951,0.469502819067145,590,1114,0.5296229802513465,326,837,0.38948626045400236,596,815,0.7312883435582822,1235,570,278,146,2754
VCU,0,7,36,26.0,10.0,0.7222222222222222,12.0,6.0,0.6666666666666666,72.5,65.8,6.700000000000003,12.79,6.1,896,2139,0.41888733052828425,603,1285,0.46926070038910506,293,854,0.3430913348946136,524,797,0.657465495608532,1277,456,342,153,2609
Virginia,1,2,34,30.0,4.0,0.8823529411764706,16.0,2.0,0.8888888888888888,65.4,51.5,13.900000000000006,21.73,7.81,804,1758,0.45733788395904434,634,1275,0.4972549019607843,170,483,0.35196687370600416,446,614,0.7263843648208469,1232,430,186,143,2224
West Virginia,2,5,35,25.0,10.0,0.7142857142857143,11.0,7.0,0.6111111111111112,72.6,66.8,5.799999999999997,15.12,9.29,872,2138,0.4078578110383536,645,1419,0.45454545454545453,227,719,0.3157162726008345,571,863,0.6616454229432214,1272,494,376,96,2542
Wichita State,2,7,35,30.0,5.0,0.8571428571428571,17.0,1.0,0.9444444444444444,70.3,57.4,12.899999999999999,15.56,3.68,860,1933,0.4449042938437662,621,1263,0.4916864608076009,239,670,0.3567164179104478,501,715,0.7006993006993008,1245,476,250,134,2460
Wisconsin,3,1,40,36.0,4.0,0.9,16.0,2.0,0.8888888888888888,72.5,58.2,14.299999999999997,24.61,10.29,1014,2115,0.4794326241134752,726,1325,0.5479245283018868,288,790,0.36455696202531646,584,765,0.7633986928104575,1338,504,174,127,2900
Wofford,0,12,35,28.0,7.0,0.8,16.0,2.0,0.8888888888888888,66.6,59.7,6.8999999999999915,2.56,-2.98,818,1802,0.45394006659267483,596,1206,0.494195688225539,222,596,0.3724832214765101,473,688,0.6875,1139,461,228,87,2331
Wyoming,0,12,35,25.0,10.0,0.7142857142857143,11.0,7.0,0.6111111111111112,61.5,56.4,5.100000000000001,3.81,-0.04,747,1619,0.461395923409512,538,977,0.5506653019447287,209,642,0.32554517133956384,448,638,0.7021943573667712,1047,501,191,102,2151
Xavier,2,6,37,23.0,14.0,0.6216216216216216,9.0,9.0,0.5,73.3,67.4,5.8999999999999915,15.42,9.48,956,2011,0.47538538040775735,722,1345,0.5368029739776952,234,666,0.35135135135135137,566,775,0.7303225806451613,1282,596,223,106,2712
