Name,Wins,Seed,G,W,L,WPer,CW,CL,CWPer,PSG,PAG,PDG,SRS,SOS,FGM,FGA,FGPer,TwFGM,TwFGA,TwFGPer,ThFGM,ThFGA,ThFGPer,FTM,FTA,FTPer,Reb,Ast,Stl,Blk,Pts
Radford,0,16,33,21.0,12.0,0.6363636363636364,15.0,3.0,0.8333333333333334,75.5,71.9,3.5999999999999943,-4.54,-4.37,884,1917,0.46113719353155974,721,1454,0.4958734525447043,163,463,0.35205183585313177,560,825,0.6787878787878788,1372,466,225,154,2491
Robert Morris,0,15,35,24.0,11.0,0.6857142857142857,15.0,3.0,0.8333333333333334,70.5,65.4,5.099999999999994,-0.7,-5.23,880,1859,0.47337278106508873,654,1286,0.5085536547433903,226,573,0.3944153577661431,481,683,0.7042459736456809,1161,536,301,121,2467
Siena,1,9,35,27.0,8.0,0.7714285714285715,16.0,2.0,0.8888888888888888,77.4,70.3,7.1000000000000085,8.05,0.99,1007,2157,0.4668521094112193,823,1599,0.5146966854283928,184,558,0.32974910394265233,511,769,0.6644993498049415,1273,534,309,159,2709
USC,1,10,35,22.0,13.0,0.6285714285714286,9.0,9.0,0.5,68.5,63.5,5.0,14.09,9.15,872,1843,0.47314161692892026,743,1447,0.5134761575673807,129,396,0.32575757575757575,524,778,0.6735218508997429,1247,438,224,165,2397
Stephen F. Austin,0,14,32,24.0,8.0,0.75,13.0,3.0,0.8125,65.6,56.1,9.499999999999993,1.1,-3.21,786,1795,0.437883008356546,609,1234,0.49351701782820095,177,561,0.3155080213903743,350,539,0.6493506493506493,1126,421,200,100,2099
Syracuse,2,3,38,28.0,10.0,0.7368421052631579,11.0,7.0,0.6111111111111112,80.2,71.7,8.5,17.24,9.48,1110,2277,0.4874835309617918,854,1534,0.5567144719687093,256,743,0.3445491251682369,570,884,0.6447963800904978,1505,687,296,194,3046
Temple,0,11,34,22.0,12.0,0.6470588235294118,11.0,5.0,0.6875,68.6,63.5,5.099999999999994,9.04,3.9,846,1908,0.44339622641509435,588,1205,0.4879668049792531,258,703,0.3669985775248933,383,547,0.70018281535649,1248,527,189,141,2333
Tennessee,0,9,34,21.0,13.0,0.6176470588235294,10.0,6.0,0.625,78.4,72.5,5.900000000000006,13.6,7.71,957,2105,0.4546318289786223,728,1377,0.5286855482933914,229,728,0.31456043956043955,522,772,0.6761658031088082,1316,554,225,124,2665
Texas A&M,1,9,34,24.0,10.0,0.7058823529411765,9.0,7.0,0.5625,71.8,67.1,4.700000000000003,10.52,6.13,822,1831,0.4489350081922447,620,1271,0.4878048780487805,202,560,0.3607142857142857,594,856,0.6939252336448598,1249,427,164,133,2440
Texas,1,7,35,23.0,12.0,0.6571428571428571,9.0,7.0,0.5625,72.3,65.6,6.700000000000003,14.83,8.09,917,2063,0.4444983034415899,751,1497,0.5016700066800267,166,566,0.29328621908127206,532,797,0.6675031367628608,1359,448,217,187,2532
UCLA,1,6,35,26.0,9.0,0.7428571428571429,13.0,5.0,0.7222222222222222,75.5,64.0,11.5,18.64,7.18,967,1973,0.4901165737455651,705,1317,0.5353075170842825,262,656,0.39939024390243905,446,616,0.724025974025974,1151,541,292,110,2642
Utah State,0,11,35,30.0,5.0,0.8571428571428571,14.0,2.0,0.875,72.4,62.0,10.400000000000006,9.33,0.07,899,1813,0.4958632101489244,677,1250,0.5416,222,563,0.39431616341030196,514,695,0.739568345323741,1202,566,168,88,2534
Utah,0,5,34,24.0,10.0,0.7058823529411765,12.0,4.0,0.75,71.2,64.6,6.6000000000000085,12.59,5.71,819,1727,0.47423277359583094,577,1072,0.5382462686567164,242,655,0.36946564885496186,541,693,0.7806637806637806,1193,458,171,166,2421
Villanova,4,3,38,30.0,8.0,0.7894736842105263,13.0,5.0,0.7222222222222222,76.8,67.4,9.399999999999991,17.45,8.72,990,2193,0.45143638850889195,743,1492,0.4979892761394102,247,701,0.35235378031383735,692,919,0.7529923830250272,1449,551,300,128,2919
VCU,0,11,34,24.0,10.0,0.7058823529411765,14.0,4.0,0.7777777777777778,71.8,63.4,8.399999999999999,7.7,-0.65,866,1878,0.46112886048988283,644,1277,0.5043069694596711,222,601,0.36938435940099834,486,689,0.7053701015965167,1152,469,257,155,2440
Wake Forest,0,4,31,24.0,7.0,0.7741935483870968,11.0,5.0,0.6875,81.0,70.7,10.299999999999997,15.63,7.36,906,1849,0.4899945916711736,780,1455,0.5360824742268041,126,394,0.3197969543147208,572,804,0.7114427860696517,1262,405,258,176,2510
Washington,1,4,35,26.0,9.0,0.7428571428571429,14.0,4.0,0.7777777777777778,78.6,69.5,9.099999999999994,16.78,8.19,977,2136,0.45739700374531833,831,1703,0.4879624192601292,146,433,0.3371824480369515,650,929,0.6996770721205597,1437,458,259,95,2750
West Virginia,0,6,35,23.0,12.0,0.6571428571428571,10.0,8.0,0.5555555555555556,72.0,61.8,10.200000000000003,18.57,8.34,886,2067,0.42864054184808903,655,1364,0.4802052785923754,231,703,0.3285917496443812,518,742,0.6981132075471698,1340,530,233,159,2521
Western Kentucky,1,12,34,25.0,9.0,0.7352941176470589,15.0,3.0,0.8333333333333334,72.2,67.0,5.200000000000003,3.68,-1.23,871,1929,0.45152928978745466,605,1215,0.49794238683127573,266,714,0.37254901960784315,446,647,0.6893353941267388,1251,454,193,111,2454
Wisconsin,1,12,33,20.0,13.0,0.6060606060606061,10.0,8.0,0.5555555555555556,63.8,59.0,4.799999999999997,12.43,8.43,735,1686,0.4359430604982206,522,1094,0.47714808043875684,213,592,0.3597972972972973,423,583,0.725557461406518,1020,393,163,86,2106
Xavier,2,4,35,27.0,8.0,0.7714285714285715,12.0,4.0,0.75,71.7,61.9,9.800000000000004,14.45,4.65,847,1846,0.45882990249187433,608,1239,0.4907183212267958,239,607,0.39373970345963755,575,851,0.6756756756756757,1378,464,185,178,2508
